,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk,cluster
462,0<=X<200,12,existing paid,furniture/equipment,3017,<100,<1,3,female div/dep/mar,none,1,real estate,34.821616358477975,none,rent,1,skilled,1,none,yes,good,14
488,no checking,10,existing paid,new car,1418,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,34.821616358477975,none,rent,1,skilled,1,none,no,good,14
507,0<=X<200,15,all paid,new car,6850,100<=X<500,unemployed,1,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,1,skilled,2,yes,yes,bad,14
549,no checking,48,critical/other existing credit,used car,8858,no known savings,4<=X<7,2,female div/dep/mar,none,1,no known property,34.821616358477975,none,for free,2,skilled,1,yes,yes,good,14
567,no checking,24,critical/other existing credit,radio/tv,2578,>=1000,>=7,2,female div/dep/mar,none,2,car,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
602,0<=X<200,24,all paid,education,1837,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34.821616358477975,bank,for free,1,skilled,1,none,yes,bad,14
625,no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,female div/dep/mar,none,2,car,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
638,no checking,12,existing paid,radio/tv,1493,<100,<1,4,female div/dep/mar,none,3,car,34.821616358477975,none,own,1,skilled,2,none,yes,good,14
663,0<=X<200,6,delayed previously,furniture/equipment,1050,<100,unemployed,4,female div/dep/mar,none,1,life insurance,34.821616358477975,stores,own,2,skilled,1,yes,yes,good,14
666,0<=X<200,30,all paid,furniture/equipment,3496,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,34.821616358477975,stores,own,1,skilled,2,yes,yes,good,14
685,no checking,60,existing paid,new car,6527,no known savings,1<=X<4,4,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,2,yes,yes,good,14
688,no checking,9,existing paid,radio/tv,2753,100<=X<500,>=7,3,female div/dep/mar,co applicant,4,car,34.821616358477975,none,own,1,skilled,1,yes,yes,good,14
711,<0,6,all paid,education,1198,<100,>=7,4,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,1,none,yes,bad,14
737,<0,18,existing paid,new car,4380,100<=X<500,1<=X<4,3,female div/dep/mar,none,4,car,34.821616358477975,none,own,1,skilled,2,yes,yes,good,14
759,<0,12,critical/other existing credit,new car,691,<100,>=7,4,female div/dep/mar,none,3,life insurance,34.821616358477975,none,own,2,skilled,1,none,yes,bad,14
803,no checking,12,critical/other existing credit,radio/tv,976,no known savings,>=7,4,female div/dep/mar,none,4,car,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
824,no checking,18,critical/other existing credit,furniture/equipment,3780,<100,<1,3,female div/dep/mar,none,2,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
852,no checking,15,critical/other existing credit,radio/tv,1471,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,2,skilled,1,yes,yes,good,14
886,0<=X<200,24,critical/other existing credit,business,2825,no known savings,4<=X<7,4,female div/dep/mar,none,3,no known property,34.821616358477975,none,own,2,skilled,2,yes,yes,good,14
888,no checking,36,critical/other existing credit,new car,6614,<100,>=7,4,female div/dep/mar,none,4,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
893,0<=X<200,36,critical/other existing credit,used car,5800,<100,1<=X<4,3,female div/dep/mar,none,4,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
897,no checking,12,critical/other existing credit,furniture/equipment,1592,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,1,skilled,1,none,no,good,14
910,no checking,36,delayed previously,radio/tv,4454,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
963,no checking,24,existing paid,radio/tv,2397,500<=X<1000,>=7,3,female div/dep/mar,none,2,car,34.821616358477975,bank,own,2,skilled,1,yes,yes,bad,14
927,<0,48,existing paid,used car,10297,<100,4<=X<7,4,male single,none,4,no known property,38.5612539210091,stores,for free,3,skilled,2,yes,yes,bad,15
503,0<=X<200,24,critical/other existing credit,radio/tv,1216,100<=X<500,<1,4,male single,none,4,no known property,38.5612539210091,bank,own,2,skilled,2,none,yes,bad,15
790,0<=X<200,21,existing paid,business,1188,<100,>=7,2,male single,none,4,life insurance,38.5612539210091,none,own,1,skilled,2,none,yes,bad,15
622,no checking,48,existing paid,business,3914,no known savings,1<=X<4,4,male single,none,2,real estate,38.5612539210091,bank,own,1,skilled,1,none,yes,bad,15
267,no checking,24,existing paid,radio/tv,1533,<100,<1,4,male single,none,3,car,38.5612539210091,stores,own,1,skilled,1,yes,yes,good,15
316,<0,12,existing paid,furniture/equipment,708,<100,1<=X<4,2,male single,guarantor,3,life insurance,38.5612539210091,none,own,1,skilled,2,none,yes,good,15
947,no checking,12,existing paid,new car,2859,no known savings,unemployed,4,male single,none,4,no known property,38.5612539210091,none,own,1,skilled,1,yes,yes,good,15
829,0<=X<200,48,delayed previously,business,6681,no known savings,1<=X<4,4,male single,none,4,no known property,38.5612539210091,none,for free,1,skilled,2,yes,yes,good,15
400,no checking,18,existing paid,radio/tv,1473,<100,<1,3,male single,none,4,real estate,38.5612539210091,none,own,1,skilled,1,yes,yes,good,15
46,no checking,36,existing paid,radio/tv,2299,500<=X<1000,>=7,4,male single,none,4,car,38.5612539210091,none,own,1,skilled,1,none,yes,good,15
158,0<=X<200,24,existing paid,new car,3512,100<=X<500,4<=X<7,2,male single,none,3,car,38.5612539210091,bank,own,2,skilled,1,yes,yes,good,15
571,no checking,30,critical/other existing credit,radio/tv,5954,<100,4<=X<7,3,male single,co applicant,2,car,38.5612539210091,none,own,1,skilled,1,none,yes,good,15
204,no checking,12,critical/other existing credit,new car,1495,<100,>=7,4,male single,none,1,real estate,38.5612539210091,none,own,2,skilled,2,none,yes,good,15
463,0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,none,4,life insurance,38.5612539210091,none,own,2,skilled,1,none,yes,good,15
380,<0,20,existing paid,furniture/equipment,2212,no known savings,4<=X<7,4,male single,none,4,car,38.5612539210091,none,own,1,skilled,1,yes,yes,good,15
787,no checking,48,critical/other existing credit,used car,2751,no known savings,>=7,4,male single,none,3,car,38.5612539210091,none,own,2,skilled,2,yes,yes,good,15
135,no checking,12,critical/other existing credit,radio/tv,1240,no known savings,>=7,4,male single,none,2,real estate,38.5612539210091,none,own,2,skilled,1,yes,yes,good,15
146,<0,6,critical/other existing credit,new car,860,<100,>=7,1,male single,none,4,no known property,38.5612539210091,none,own,2,skilled,1,yes,yes,good,15
880,no checking,24,existing paid,used car,7814,<100,4<=X<7,3,male single,none,3,car,38.5612539210091,none,own,1,skilled,1,yes,yes,good,15
151,no checking,10,existing paid,radio/tv,1924,<100,1<=X<4,1,male single,none,4,life insurance,38.5612539210091,none,own,1,skilled,1,yes,no,good,15
352,no checking,18,critical/other existing credit,used car,3229,no known savings,unemployed,2,male single,none,4,no known property,38.5612539210091,none,own,1,skilled,1,yes,yes,good,15
493,0<=X<200,6,existing paid,radio/tv,368,no known savings,>=7,4,male single,none,4,life insurance,38.5612539210091,none,own,1,skilled,1,none,yes,good,15
641,0<=X<200,15,existing paid,repairs,1308,<100,>=7,4,male single,none,4,car,38.5612539210091,none,own,2,skilled,1,none,yes,good,15
648,>=200,24,existing paid,new car,947,<100,4<=X<7,4,male single,none,3,no known property,38.5612539210091,bank,for free,1,skilled,2,none,yes,bad,15
757,>=200,15,critical/other existing credit,radio/tv,1271,no known savings,1<=X<4,3,male single,none,4,no known property,38.5612539210091,none,for free,2,skilled,1,yes,yes,bad,15
778,no checking,36,critical/other existing credit,used car,5711,>=1000,>=7,4,male single,none,2,car,38.5612539210091,none,own,2,skilled,1,yes,yes,good,15
892,<0,12,critical/other existing credit,new car,2171,<100,1<=X<4,4,male single,none,4,life insurance,38.5612539210091,bank,own,2,skilled,1,none,no,good,15
997,no checking,12,existing paid,radio/tv,804,<100,>=7,4,male single,none,4,car,38.5612539210091,none,own,1,skilled,1,none,yes,good,15
296,no checking,12,existing paid,used car,4675,no known savings,<1,1,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
859,no checking,9,existing paid,new car,3577,100<=X<500,1<=X<4,1,male single,guarantor,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,2,none,no,good,17
167,0<=X<200,11,existing paid,furniture/equipment,1577,>=1000,<1,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
585,<0,18,existing paid,furniture/equipment,2039,<100,1<=X<4,1,male single,none,4,real estate,27.110581775279115,bank,rent,1,unemp/unskilled non res,1,none,yes,bad,17
489,no checking,6,existing paid,new car,3518,<100,1<=X<4,2,male single,guarantor,3,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
417,<0,18,delayed previously,education,8471,no known savings,1<=X<4,1,male single,none,2,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,good,17
748,no checking,21,existing paid,used car,5248,no known savings,1<=X<4,1,male single,none,3,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
391,0<=X<200,12,existing paid,furniture/equipment,983,>=1000,<1,1,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
41,0<=X<200,12,existing paid,radio/tv,1158,500<=X<1000,1<=X<4,3,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
313,0<=X<200,12,existing paid,new car,685,<100,4<=X<7,2,male single,none,3,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
500,<0,24,existing paid,new car,3123,<100,<1,4,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
922,<0,9,existing paid,radio/tv,1366,<100,<1,3,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
122,no checking,12,existing paid,furniture/equipment,1768,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
951,<0,36,delayed previously,business,2145,<100,4<=X<7,2,male single,none,1,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,bad,17
752,0<=X<200,12,existing paid,business,841,100<=X<500,4<=X<7,2,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
260,<0,12,existing paid,furniture/equipment,1657,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
168,no checking,24,existing paid,furniture/equipment,3972,<100,4<=X<7,2,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
24,no checking,10,critical/other existing credit,furniture/equipment,2069,no known savings,1<=X<4,2,male single,none,1,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,no,good,17
761,<0,18,critical/other existing credit,furniture/equipment,2124,<100,1<=X<4,4,male single,none,4,real estate,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
865,no checking,15,existing paid,furniture/equipment,2221,500<=X<1000,1<=X<4,2,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
1,0<=X<200,48,existing paid,radio/tv,5951,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
10,0<=X<200,12,existing paid,new car,1295,<100,<1,3,male single,none,1,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
11,<0,48,existing paid,business,4308,<100,<1,3,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
12,0<=X<200,12,existing paid,radio/tv,1567,<100,1<=X<4,1,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
17,<0,30,no credits/all paid,business,8072,no known savings,<1,2,male single,none,3,car,27.110581775279115,bank,own,3,unemp/unskilled non res,1,none,yes,good,17
31,<0,24,existing paid,furniture/equipment,4020,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
39,0<=X<200,9,existing paid,radio/tv,458,<100,1<=X<4,4,male single,none,3,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
43,<0,30,critical/other existing credit,used car,6187,100<=X<500,4<=X<7,1,male single,none,4,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
47,<0,6,existing paid,used car,1352,500<=X<1000,unemployed,1,male single,none,2,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
52,no checking,12,existing paid,radio/tv,1262,<100,1<=X<4,3,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
55,no checking,6,all paid,new car,783,no known savings,1<=X<4,1,male single,guarantor,2,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,2,none,yes,good,17
58,>=200,18,existing paid,new car,1961,<100,>=7,3,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
59,<0,36,critical/other existing credit,furniture/equipment,6229,<100,<1,4,male single,co applicant,4,no known property,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,bad,17
60,0<=X<200,9,existing paid,business,1391,<100,1<=X<4,2,male single,none,1,real estate,27.110581775279115,bank,own,1,unemp/unskilled non res,1,yes,yes,good,17
63,0<=X<200,48,no credits/all paid,business,14421,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
64,no checking,24,existing paid,radio/tv,3181,<100,<1,4,male single,none,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
67,0<=X<200,12,existing paid,new car,1007,>=1000,1<=X<4,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
69,no checking,36,existing paid,radio/tv,2394,no known savings,1<=X<4,4,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
79,0<=X<200,30,existing paid,furniture/equipment,3832,<100,<1,2,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
82,no checking,18,existing paid,business,1568,100<=X<500,1<=X<4,3,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
86,0<=X<200,18,critical/other existing credit,furniture/equipment,1295,<100,<1,4,male single,none,1,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
93,>=200,24,critical/other existing credit,furniture/equipment,3617,no known savings,>=7,4,male single,co applicant,4,no known property,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
101,0<=X<200,36,existing paid,radio/tv,2323,<100,4<=X<7,4,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
102,no checking,6,delayed previously,radio/tv,932,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
104,no checking,12,existing paid,used car,2445,no known savings,<1,2,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
111,>=200,15,existing paid,education,392,<100,<1,4,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
113,no checking,36,critical/other existing credit,new car,7855,<100,1<=X<4,4,male single,none,2,real estate,27.110581775279115,stores,own,2,unemp/unskilled non res,1,yes,yes,bad,17
117,<0,10,critical/other existing credit,furniture/equipment,2132,no known savings,<1,2,male single,co applicant,3,real estate,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,no,good,17
118,<0,33,critical/other existing credit,furniture/equipment,4281,500<=X<1000,1<=X<4,1,male single,none,4,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,bad,17
120,<0,21,existing paid,radio/tv,1835,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,bad,17
124,0<=X<200,18,existing paid,furniture/equipment,1924,no known savings,<1,4,male single,none,3,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
130,0<=X<200,48,existing paid,new car,8487,no known savings,4<=X<7,1,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
132,no checking,15,existing paid,furniture/equipment,2708,<100,<1,2,male single,none,3,life insurance,27.110581775279115,bank,own,2,unemp/unskilled non res,1,none,yes,good,17
134,no checking,60,existing paid,radio/tv,10144,100<=X<500,4<=X<7,2,male single,none,4,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
136,no checking,27,delayed previously,used car,8613,>=1000,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
140,>=200,6,existing paid,new car,709,>=1000,<1,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,no,good,17
142,<0,27,existing paid,radio/tv,3416,<100,1<=X<4,3,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
143,<0,18,existing paid,furniture/equipment,2462,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
144,no checking,21,critical/other existing credit,furniture/equipment,2288,<100,<1,4,male single,none,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
152,>=200,36,existing paid,radio/tv,5848,<100,1<=X<4,4,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
155,<0,12,existing paid,furniture/equipment,1282,<100,1<=X<4,2,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
171,no checking,12,existing paid,furniture/equipment,763,<100,1<=X<4,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
174,<0,21,delayed previously,education,3414,<100,<1,2,male single,none,1,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,bad,17
188,<0,12,existing paid,radio/tv,674,100<=X<500,4<=X<7,4,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
194,0<=X<200,45,existing paid,radio/tv,3031,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
197,0<=X<200,12,existing paid,furniture/equipment,951,100<=X<500,<1,4,male single,none,4,car,27.110581775279115,bank,rent,4,unemp/unskilled non res,1,none,yes,bad,17
201,<0,12,existing paid,new car,1168,<100,1<=X<4,4,male single,none,3,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
202,no checking,27,delayed previously,business,5117,<100,4<=X<7,3,male single,none,4,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
203,<0,12,existing paid,retraining,902,<100,4<=X<7,4,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
207,0<=X<200,12,critical/other existing credit,domestic appliance,1424,<100,4<=X<7,4,male single,none,3,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
208,<0,24,existing paid,business,6568,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
217,>=200,36,existing paid,radio/tv,3913,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
218,<0,24,existing paid,furniture/equipment,3021,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
220,0<=X<200,12,existing paid,radio/tv,625,<100,<1,4,male single,guarantor,1,real estate,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,good,17
221,<0,12,existing paid,education,1200,no known savings,1<=X<4,4,male single,none,4,life insurance,27.110581775279115,bank,rent,1,unemp/unskilled non res,1,yes,yes,good,17
225,no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
226,0<=X<200,48,existing paid,radio/tv,10961,>=1000,4<=X<7,1,male single,co applicant,2,no known property,27.110581775279115,bank,own,2,unemp/unskilled non res,1,yes,yes,bad,17
228,no checking,9,existing paid,radio/tv,1478,<100,4<=X<7,4,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
229,<0,24,existing paid,furniture/equipment,3149,<100,<1,4,male single,none,1,no known property,27.110581775279115,bank,for free,1,unemp/unskilled non res,1,none,yes,good,17
233,0<=X<200,18,existing paid,radio/tv,866,<100,1<=X<4,4,male single,guarantor,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
236,0<=X<200,6,existing paid,new car,14555,no known savings,unemployed,1,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
242,<0,48,no credits/all paid,used car,4605,<100,>=7,3,male single,none,4,no known property,27.110581775279115,none,for free,2,unemp/unskilled non res,2,none,yes,bad,17
243,no checking,12,critical/other existing credit,business,1185,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
245,no checking,24,existing paid,business,1258,<100,4<=X<7,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
248,>=200,24,existing paid,furniture/equipment,1925,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
249,no checking,18,existing paid,radio/tv,433,<100,unemployed,3,male single,co applicant,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
252,0<=X<200,30,existing paid,new car,2150,<100,1<=X<4,4,male single,guarantor,2,no known property,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
254,0<=X<200,9,existing paid,furniture/equipment,2030,no known savings,4<=X<7,2,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
255,0<=X<200,60,delayed previously,radio/tv,7418,no known savings,1<=X<4,1,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
269,no checking,24,existing paid,radio/tv,999,no known savings,>=7,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
276,no checking,18,critical/other existing credit,radio/tv,2404,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
280,no checking,15,critical/other existing credit,used car,3368,>=1000,>=7,3,male single,none,4,no known property,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,good,17
286,<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,none,3,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,2,none,yes,good,17
290,no checking,12,existing paid,business,1076,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,no,good,17
295,0<=X<200,48,existing paid,furniture/equipment,9960,<100,<1,1,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
306,no checking,30,existing paid,used car,4811,no known savings,4<=X<7,2,male single,none,4,life insurance,27.110581775279115,stores,rent,1,unemp/unskilled non res,1,none,yes,good,17
308,0<=X<200,8,existing paid,furniture/equipment,1237,<100,1<=X<4,3,male single,none,4,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
309,0<=X<200,9,existing paid,new car,276,<100,1<=X<4,4,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
311,no checking,24,existing paid,furniture/equipment,5511,100<=X<500,1<=X<4,4,male single,none,1,car,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
312,>=200,24,existing paid,furniture/equipment,3749,<100,<1,2,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
319,<0,15,delayed previously,furniture/equipment,3643,<100,>=7,1,male single,none,4,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
332,0<=X<200,60,existing paid,new car,7408,100<=X<500,<1,4,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
333,no checking,48,critical/other existing credit,used car,11590,100<=X<500,1<=X<4,2,male single,none,4,car,27.110581775279115,bank,rent,2,unemp/unskilled non res,1,none,yes,bad,17
334,<0,24,no credits/all paid,furniture/equipment,4110,<100,>=7,3,male single,none,4,no known property,27.110581775279115,bank,rent,2,unemp/unskilled non res,2,none,yes,bad,17
336,0<=X<200,13,existing paid,radio/tv,2101,<100,<1,2,male single,guarantor,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
337,<0,15,existing paid,domestic appliance,1275,no known savings,1<=X<4,4,male single,none,2,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
340,0<=X<200,24,critical/other existing credit,education,5743,<100,<1,2,male single,none,4,no known property,27.110581775279115,none,for free,2,unemp/unskilled non res,1,yes,yes,good,17
341,<0,21,existing paid,furniture/equipment,3599,<100,4<=X<7,1,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
342,0<=X<200,18,existing paid,radio/tv,3213,500<=X<1000,<1,1,male single,none,3,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
346,0<=X<200,13,critical/other existing credit,radio/tv,882,<100,<1,4,male single,guarantor,4,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
347,0<=X<200,24,existing paid,radio/tv,3758,500<=X<1000,unemployed,1,male single,none,4,no known property,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
355,0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,none,2,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,bad,17
357,no checking,36,delayed previously,radio/tv,4463,<100,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,bad,17
359,<0,30,existing paid,furniture/equipment,2406,<100,4<=X<7,4,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
363,no checking,6,existing paid,furniture/equipment,1766,<100,1<=X<4,1,male single,none,2,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
364,<0,18,existing paid,furniture/equipment,2473,<100,unemployed,4,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
366,no checking,18,critical/other existing credit,used car,3850,<100,4<=X<7,3,male single,none,1,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
367,<0,18,existing paid,furniture/equipment,3650,<100,<1,1,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
372,no checking,10,critical/other existing credit,furniture/equipment,2146,<100,<1,1,male single,none,3,real estate,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
